metric,system,rep,x,y
gyrate_protein,drugs2263,rep3,35.84,4.39832
gyrate_protein,drugs2263,rep3,35.85,4.43599
gyrate_protein,drugs2263,rep3,35.86,4.46144
gyrate_protein,drugs2263,rep3,35.87,4.43847
gyrate_protein,drugs2263,rep3,35.88,4.43544
gyrate_protein,drugs2263,rep3,35.89,4.40059
gyrate_protein,drugs2263,rep3,35.9,4.38809
gyrate_protein,drugs2263,rep3,35.91,4.39544
gyrate_protein,drugs2263,rep3,35.92,4.37762
gyrate_protein,drugs2263,rep3,35.93,4.36661
gyrate_protein,drugs2263,rep3,35.94,4.37219
gyrate_protein,drugs2263,rep3,35.95,4.37197
gyrate_protein,drugs2263,rep3,35.96,4.35752
gyrate_protein,drugs2263,rep3,35.97,4.38467
gyrate_protein,drugs2263,rep3,35.98,4.41606
gyrate_protein,drugs2263,rep3,35.99,4.34187
gyrate_protein,drugs2263,rep3,36.0,4.35924
gyrate_protein,drugs2263,rep3,36.01,4.35392
gyrate_protein,drugs2263,rep3,36.02,4.38167
gyrate_protein,drugs2263,rep3,36.03,4.33091
gyrate_protein,drugs2263,rep3,36.04,4.31914
gyrate_protein,drugs2263,rep3,36.05,4.33467
gyrate_protein,drugs2263,rep3,36.06,4.3479
gyrate_protein,drugs2263,rep3,36.07,4.3523
gyrate_protein,drugs2263,rep3,36.08,4.3761
gyrate_protein,drugs2263,rep3,36.09,4.34104
gyrate_protein,drugs2263,rep3,36.1,4.32297
gyrate_protein,drugs2263,rep3,36.11,4.30392
gyrate_protein,drugs2263,rep3,36.12,4.32512
gyrate_protein,drugs2263,rep3,36.13,4.31721
gyrate_protein,drugs2263,rep3,36.14,4.27499
gyrate_protein,drugs2263,rep3,36.15,4.28739
gyrate_protein,drugs2263,rep3,36.16,4.33003
gyrate_protein,drugs2263,rep3,36.17,4.34
gyrate_protein,drugs2263,rep3,36.18,4.3132
gyrate_protein,drugs2263,rep3,36.19,4.32964
gyrate_protein,drugs2263,rep3,36.2,4.32171
gyrate_protein,drugs2263,rep3,36.21,4.37276
gyrate_protein,drugs2263,rep3,36.22,4.39463
gyrate_protein,drugs2263,rep3,36.23,4.38589
gyrate_protein,drugs2263,rep3,36.24,4.32867
gyrate_protein,drugs2263,rep3,36.25,4.35645
gyrate_protein,drugs2263,rep3,36.26,4.34291
gyrate_protein,drugs2263,rep3,36.27,4.34635
gyrate_protein,drugs2263,rep3,36.28,4.37589
gyrate_protein,drugs2263,rep3,36.29,4.34373
gyrate_protein,drugs2263,rep3,36.3,4.33245
gyrate_protein,drugs2263,rep3,36.31,4.31165
gyrate_protein,drugs2263,rep3,36.32,4.31806
gyrate_protein,drugs2263,rep3,36.33,4.28562
gyrate_protein,drugs2263,rep3,36.34,4.27317
gyrate_protein,drugs2263,rep3,36.35,4.29643
gyrate_protein,drugs2263,rep3,36.36,4.30863
gyrate_protein,drugs2263,rep3,36.37,4.30712
gyrate_protein,drugs2263,rep3,36.38,4.32066
gyrate_protein,drugs2263,rep3,36.39,4.34752
gyrate_protein,drugs2263,rep3,36.4,4.34368
gyrate_protein,drugs2263,rep3,36.41,4.32772
gyrate_protein,drugs2263,rep3,36.42,4.35109
gyrate_protein,drugs2263,rep3,36.43,4.30988
gyrate_protein,drugs2263,rep3,36.44,4.29921
gyrate_protein,drugs2263,rep3,36.45,4.30289
gyrate_protein,drugs2263,rep3,36.46,4.31327
gyrate_protein,drugs2263,rep3,36.47,4.31911
gyrate_protein,drugs2263,rep3,36.48,4.34913
gyrate_protein,drugs2263,rep3,36.49,4.34353
gyrate_protein,drugs2263,rep3,36.5,4.34787
gyrate_protein,drugs2263,rep3,36.51,4.33754
gyrate_protein,drugs2263,rep3,36.52,4.35805
gyrate_protein,drugs2263,rep3,36.53,4.35936
gyrate_protein,drugs2263,rep3,36.54,4.36104
gyrate_protein,drugs2263,rep3,36.55,4.35941
gyrate_protein,drugs2263,rep3,36.56,4.36832
gyrate_protein,drugs2263,rep3,36.57,4.39031
gyrate_protein,drugs2263,rep3,36.58,4.37872
gyrate_protein,drugs2263,rep3,36.59,4.39765
gyrate_protein,drugs2263,rep3,36.6,4.42593
gyrate_protein,drugs2263,rep3,36.61,4.42631
gyrate_protein,drugs2263,rep3,36.62,4.39414
gyrate_protein,drugs2263,rep3,36.63,4.37996
gyrate_protein,drugs2263,rep3,36.64,4.35116
gyrate_protein,drugs2263,rep3,36.65,4.37089
gyrate_protein,drugs2263,rep3,36.66,4.38776
gyrate_protein,drugs2263,rep3,36.67,4.41581
gyrate_protein,drugs2263,rep3,36.68,4.42487
gyrate_protein,drugs2263,rep3,36.69,4.45518
gyrate_protein,drugs2263,rep3,36.7,4.45579
gyrate_protein,drugs2263,rep3,36.71,4.42754
gyrate_protein,drugs2263,rep3,36.72,4.37737
gyrate_protein,drugs2263,rep3,36.73,4.36933
gyrate_protein,drugs2263,rep3,36.74,4.35398
gyrate_protein,drugs2263,rep3,36.75,4.34413
gyrate_protein,drugs2263,rep3,36.76,4.29889
gyrate_protein,drugs2263,rep3,36.77,4.31369
gyrate_protein,drugs2263,rep3,36.78,4.30219
gyrate_protein,drugs2263,rep3,36.79,4.30037
gyrate_protein,drugs2263,rep3,36.8,4.29664
gyrate_protein,drugs2263,rep3,36.81,4.2939
gyrate_protein,drugs2263,rep3,36.82,4.29981
gyrate_protein,drugs2263,rep3,36.83,4.2925
gyrate_protein,drugs2263,rep3,36.84,4.29177
gyrate_protein,drugs2263,rep3,36.85,4.29983
gyrate_protein,drugs2263,rep3,36.86,4.29351
gyrate_protein,drugs2263,rep3,36.87,4.32381
gyrate_protein,drugs2263,rep3,36.88,4.3244
gyrate_protein,drugs2263,rep3,36.89,4.30416
gyrate_protein,drugs2263,rep3,36.9,4.31268
gyrate_protein,drugs2263,rep3,36.91,4.3433
gyrate_protein,drugs2263,rep3,36.92,4.36424
gyrate_protein,drugs2263,rep3,36.93,4.36247
gyrate_protein,drugs2263,rep3,36.94,4.37457
gyrate_protein,drugs2263,rep3,36.95,4.36644
gyrate_protein,drugs2263,rep3,36.96,4.37511
gyrate_protein,drugs2263,rep3,36.97,4.41356
gyrate_protein,drugs2263,rep3,36.98,4.35379
gyrate_protein,drugs2263,rep3,36.99,4.37506
gyrate_protein,drugs2263,rep3,37.0,4.38376
gyrate_protein,drugs2263,rep3,37.01,4.38634
gyrate_protein,drugs2263,rep3,37.02,4.3988
gyrate_protein,drugs2263,rep3,37.03,4.37011
gyrate_protein,drugs2263,rep3,37.04,4.37347
gyrate_protein,drugs2263,rep3,37.05,4.37532
gyrate_protein,drugs2263,rep3,37.06,4.37913
gyrate_protein,drugs2263,rep3,37.07,4.35123
gyrate_protein,drugs2263,rep3,37.08,4.32544
gyrate_protein,drugs2263,rep3,37.09,4.33003
gyrate_protein,drugs2263,rep3,37.1,4.32958
gyrate_protein,drugs2263,rep3,37.11,4.33094
gyrate_protein,drugs2263,rep3,37.12,4.32827
gyrate_protein,drugs2263,rep3,37.13,4.34368
gyrate_protein,drugs2263,rep3,37.14,4.31137
gyrate_protein,drugs2263,rep3,37.15,4.30915
gyrate_protein,drugs2263,rep3,37.16,4.29714
gyrate_protein,drugs2263,rep3,37.17,4.28301
gyrate_protein,drugs2263,rep3,37.18,4.2863
gyrate_protein,drugs2263,rep3,37.19,4.27166
gyrate_protein,drugs2263,rep3,37.2,4.26002
gyrate_protein,drugs2263,rep3,37.21,4.29302
gyrate_protein,drugs2263,rep3,37.22,4.30253
gyrate_protein,drugs2263,rep3,37.23,4.33198
gyrate_protein,drugs2263,rep3,37.24,4.32018
gyrate_protein,drugs2263,rep3,37.25,4.31552
gyrate_protein,drugs2263,rep3,37.26,4.34547
gyrate_protein,drugs2263,rep3,37.27,4.31071
gyrate_protein,drugs2263,rep3,37.28,4.27828
gyrate_protein,drugs2263,rep3,37.29,4.27044
gyrate_protein,drugs2263,rep3,37.3,4.27122
gyrate_protein,drugs2263,rep3,37.31,4.27475
gyrate_protein,drugs2263,rep3,37.32,4.27932
gyrate_protein,drugs2263,rep3,37.33,4.28347
gyrate_protein,drugs2263,rep3,37.34,4.27842
gyrate_protein,drugs2263,rep3,37.35,4.25341
gyrate_protein,drugs2263,rep3,37.36,4.26136
gyrate_protein,drugs2263,rep3,37.37,4.25349
gyrate_protein,drugs2263,rep3,37.38,4.27007
gyrate_protein,drugs2263,rep3,37.39,4.27217
gyrate_protein,drugs2263,rep3,37.4,4.26504
gyrate_protein,drugs2263,rep3,37.41,4.25082
gyrate_protein,drugs2263,rep3,37.42,4.22777
gyrate_protein,drugs2263,rep3,37.43,4.23324
gyrate_protein,drugs2263,rep3,37.44,4.23887
gyrate_protein,drugs2263,rep3,37.45,4.20982
gyrate_protein,drugs2263,rep3,37.46,4.20587
gyrate_protein,drugs2263,rep3,37.47,4.20586
gyrate_protein,drugs2263,rep3,37.48,4.2278
gyrate_protein,drugs2263,rep3,37.49,4.24662
gyrate_protein,drugs2263,rep3,37.5,4.23161
gyrate_protein,drugs2263,rep3,37.51,4.28577
gyrate_protein,drugs2263,rep3,37.52,4.28478
gyrate_protein,drugs2263,rep3,37.53,4.28578
gyrate_protein,drugs2263,rep3,37.54,4.2622
gyrate_protein,drugs2263,rep3,37.55,4.22099
gyrate_protein,drugs2263,rep3,37.56,4.2389
gyrate_protein,drugs2263,rep3,37.57,4.26055
gyrate_protein,drugs2263,rep3,37.58,4.26507
gyrate_protein,drugs2263,rep3,37.59,4.30953
gyrate_protein,drugs2263,rep3,37.6,4.30089
gyrate_protein,drugs2263,rep3,37.61,4.31394
gyrate_protein,drugs2263,rep3,37.62,4.31411
gyrate_protein,drugs2263,rep3,37.63,4.31676
gyrate_protein,drugs2263,rep3,37.64,4.28725
gyrate_protein,drugs2263,rep3,37.65,4.30296
gyrate_protein,drugs2263,rep3,37.66,4.31087
gyrate_protein,drugs2263,rep3,37.67,4.32308
gyrate_protein,drugs2263,rep3,37.68,4.30678
gyrate_protein,drugs2263,rep3,37.69,4.31623
gyrate_protein,drugs2263,rep3,37.7,4.30361
gyrate_protein,drugs2263,rep3,37.71,4.32196
gyrate_protein,drugs2263,rep3,37.72,4.31521
gyrate_protein,drugs2263,rep3,37.73,4.30191
gyrate_protein,drugs2263,rep3,37.74,4.29519
gyrate_protein,drugs2263,rep3,37.75,4.30268
gyrate_protein,drugs2263,rep3,37.76,4.30788
gyrate_protein,drugs2263,rep3,37.77,4.33744
gyrate_protein,drugs2263,rep3,37.78,4.31608
gyrate_protein,drugs2263,rep3,37.79,4.33667
gyrate_protein,drugs2263,rep3,37.8,4.32303
gyrate_protein,drugs2263,rep3,37.81,4.28244
gyrate_protein,drugs2263,rep3,37.82,4.26854
gyrate_protein,drugs2263,rep3,37.83,4.26494
gyrate_protein,drugs2263,rep3,37.84,4.22607
gyrate_protein,drugs2263,rep3,37.85,4.23339
gyrate_protein,drugs2263,rep3,37.86,4.21558
gyrate_protein,drugs2263,rep3,37.87,4.25263
gyrate_protein,drugs2263,rep3,37.88,4.2572
gyrate_protein,drugs2263,rep3,37.89,4.2596
gyrate_protein,drugs2263,rep3,37.9,4.27032
gyrate_protein,drugs2263,rep3,37.91,4.28076
gyrate_protein,drugs2263,rep3,37.92,4.23982
gyrate_protein,drugs2263,rep3,37.93,4.23943
gyrate_protein,drugs2263,rep3,37.94,4.24203
gyrate_protein,drugs2263,rep3,37.95,4.25542
gyrate_protein,drugs2263,rep3,37.96,4.24329
gyrate_protein,drugs2263,rep3,37.97,4.29171
gyrate_protein,drugs2263,rep3,37.98,4.259
gyrate_protein,drugs2263,rep3,37.99,4.3077
gyrate_protein,drugs2263,rep3,38.0,4.3161
gyrate_protein,drugs2263,rep3,38.01,4.30263
gyrate_protein,drugs2263,rep3,38.02,4.32347
gyrate_protein,drugs2263,rep3,38.03,4.28325
gyrate_protein,drugs2263,rep3,38.04,4.27066
gyrate_protein,drugs2263,rep3,38.05,4.25003
gyrate_protein,drugs2263,rep3,38.06,4.24626
gyrate_protein,drugs2263,rep3,38.07,4.25256
gyrate_protein,drugs2263,rep3,38.08,4.24401
gyrate_protein,drugs2263,rep3,38.09,4.2957
gyrate_protein,drugs2263,rep3,38.1,4.26225
gyrate_protein,drugs2263,rep3,38.11,4.27081
gyrate_protein,drugs2263,rep3,38.12,4.26577
gyrate_protein,drugs2263,rep3,38.13,4.26552
gyrate_protein,drugs2263,rep3,38.14,4.28414
gyrate_protein,drugs2263,rep3,38.15,4.26865
gyrate_protein,drugs2263,rep3,38.16,4.29183
gyrate_protein,drugs2263,rep3,38.17,4.23705
gyrate_protein,drugs2263,rep3,38.18,4.24232
gyrate_protein,drugs2263,rep3,38.19,4.2641
gyrate_protein,drugs2263,rep3,38.2,4.25076
gyrate_protein,drugs2263,rep3,38.21,4.23329
gyrate_protein,drugs2263,rep3,38.22,4.24157
gyrate_protein,drugs2263,rep3,38.23,4.20572
gyrate_protein,drugs2263,rep3,38.24,4.20762
gyrate_protein,drugs2263,rep3,38.25,4.21925
gyrate_protein,drugs2263,rep3,38.26,4.22509
gyrate_protein,drugs2263,rep3,38.27,4.2102
gyrate_protein,drugs2263,rep3,38.28,4.18213
gyrate_protein,drugs2263,rep3,38.29,4.22892
gyrate_protein,drugs2263,rep3,38.3,4.23726
gyrate_protein,drugs2263,rep3,38.31,4.23281
gyrate_protein,drugs2263,rep3,38.32,4.24379
gyrate_protein,drugs2263,rep3,38.33,4.25636
gyrate_protein,drugs2263,rep3,38.34,4.24197
gyrate_protein,drugs2263,rep3,38.35,4.25094
gyrate_protein,drugs2263,rep3,38.36,4.26474
gyrate_protein,drugs2263,rep3,38.37,4.25937
gyrate_protein,drugs2263,rep3,38.38,4.2888
gyrate_protein,drugs2263,rep3,38.39,4.2539
gyrate_protein,drugs2263,rep3,38.4,4.26292
gyrate_protein,drugs2263,rep3,38.41,4.29981
gyrate_protein,drugs2263,rep3,38.42,4.28087
gyrate_protein,drugs2263,rep3,38.43,4.28626
gyrate_protein,drugs2263,rep3,38.44,4.2845
gyrate_protein,drugs2263,rep3,38.45,4.28991
gyrate_protein,drugs2263,rep3,38.46,4.25744
gyrate_protein,drugs2263,rep3,38.47,4.23793
gyrate_protein,drugs2263,rep3,38.48,4.22971
gyrate_protein,drugs2263,rep3,38.49,4.25563
gyrate_protein,drugs2263,rep3,38.5,4.26084
gyrate_protein,drugs2263,rep3,38.51,4.29031
gyrate_protein,drugs2263,rep3,38.52,4.26594
gyrate_protein,drugs2263,rep3,38.53,4.29346
gyrate_protein,drugs2263,rep3,38.54,4.28924
gyrate_protein,drugs2263,rep3,38.55,4.27787
gyrate_protein,drugs2263,rep3,38.56,4.29669
gyrate_protein,drugs2263,rep3,38.57,4.29999
gyrate_protein,drugs2263,rep3,38.58,4.32352
gyrate_protein,drugs2263,rep3,38.59,4.27614
gyrate_protein,drugs2263,rep3,38.6,4.2423
gyrate_protein,drugs2263,rep3,38.61,4.24692
gyrate_protein,drugs2263,rep3,38.62,4.22756
gyrate_protein,drugs2263,rep3,38.63,4.26747
gyrate_protein,drugs2263,rep3,38.64,4.28939
gyrate_protein,drugs2263,rep3,38.65,4.31766
gyrate_protein,drugs2263,rep3,38.66,4.28327
gyrate_protein,drugs2263,rep3,38.67,4.2845
gyrate_protein,drugs2263,rep3,38.68,4.28079
gyrate_protein,drugs2263,rep3,38.69,4.27722
gyrate_protein,drugs2263,rep3,38.7,4.25971
gyrate_protein,drugs2263,rep3,38.71,4.25102
gyrate_protein,drugs2263,rep3,38.72,4.25084
gyrate_protein,drugs2263,rep3,38.73,4.2719
gyrate_protein,drugs2263,rep3,38.74,4.26351
gyrate_protein,drugs2263,rep3,38.75,4.2568
gyrate_protein,drugs2263,rep3,38.76,4.22632
gyrate_protein,drugs2263,rep3,38.77,4.24249
gyrate_protein,drugs2263,rep3,38.78,4.22255
gyrate_protein,drugs2263,rep3,38.79,4.25124
gyrate_protein,drugs2263,rep3,38.8,4.25455
gyrate_protein,drugs2263,rep3,38.81,4.25522
gyrate_protein,drugs2263,rep3,38.82,4.27543
gyrate_protein,drugs2263,rep3,38.83,4.32338
gyrate_protein,drugs2263,rep3,38.84,4.28661
gyrate_protein,drugs2263,rep3,38.85,4.27115
gyrate_protein,drugs2263,rep3,38.86,4.24905
gyrate_protein,drugs2263,rep3,38.87,4.28871
gyrate_protein,drugs2263,rep3,38.88,4.27561
gyrate_protein,drugs2263,rep3,38.89,4.28032
gyrate_protein,drugs2263,rep3,38.9,4.28011
gyrate_protein,drugs2263,rep3,38.91,4.28985
gyrate_protein,drugs2263,rep3,38.92,4.28651
gyrate_protein,drugs2263,rep3,38.93,4.29332
gyrate_protein,drugs2263,rep3,38.94,4.27991
gyrate_protein,drugs2263,rep3,38.95,4.23786
gyrate_protein,drugs2263,rep3,38.96,4.26271
gyrate_protein,drugs2263,rep3,38.97,4.2392
gyrate_protein,drugs2263,rep3,38.98,4.2383
gyrate_protein,drugs2263,rep3,38.99,4.22071
gyrate_protein,drugs2263,rep3,39.0,4.2381
gyrate_protein,drugs2263,rep3,39.01,4.24574
gyrate_protein,drugs2263,rep3,39.02,4.24395
gyrate_protein,drugs2263,rep3,39.03,4.24365
gyrate_protein,drugs2263,rep3,39.04,4.24982
gyrate_protein,drugs2263,rep3,39.05,4.27247
gyrate_protein,drugs2263,rep3,39.06,4.23667
gyrate_protein,drugs2263,rep3,39.07,4.24465
gyrate_protein,drugs2263,rep3,39.08,4.23347
gyrate_protein,drugs2263,rep3,39.09,4.25075
gyrate_protein,drugs2263,rep3,39.1,4.22015
gyrate_protein,drugs2263,rep3,39.11,4.22944
gyrate_protein,drugs2263,rep3,39.12,4.22997
gyrate_protein,drugs2263,rep3,39.13,4.20078
gyrate_protein,drugs2263,rep3,39.14,4.18519
gyrate_protein,drugs2263,rep3,39.15,4.16694
gyrate_protein,drugs2263,rep3,39.16,4.14957
gyrate_protein,drugs2263,rep3,39.17,4.15792
gyrate_protein,drugs2263,rep3,39.18,4.17622
gyrate_protein,drugs2263,rep3,39.19,4.14956
gyrate_protein,drugs2263,rep3,39.2,4.1625
gyrate_protein,drugs2263,rep3,39.21,4.18012
gyrate_protein,drugs2263,rep3,39.22,4.18848
gyrate_protein,drugs2263,rep3,39.23,4.21591
gyrate_protein,drugs2263,rep3,39.24,4.21686
gyrate_protein,drugs2263,rep3,39.25,4.22254
gyrate_protein,drugs2263,rep3,39.26,4.19323
gyrate_protein,drugs2263,rep3,39.27,4.18505
gyrate_protein,drugs2263,rep3,39.28,4.20484
gyrate_protein,drugs2263,rep3,39.29,4.18077
gyrate_protein,drugs2263,rep3,39.3,4.16197
gyrate_protein,drugs2263,rep3,39.31,4.13323
gyrate_protein,drugs2263,rep3,39.32,4.11156
gyrate_protein,drugs2263,rep3,39.33,4.14291
gyrate_protein,drugs2263,rep3,39.34,4.14396
gyrate_protein,drugs2263,rep3,39.35,4.17568
gyrate_protein,drugs2263,rep3,39.36,4.2338
gyrate_protein,drugs2263,rep3,39.37,4.24769
gyrate_protein,drugs2263,rep3,39.38,4.22984
gyrate_protein,drugs2263,rep3,39.39,4.26316
gyrate_protein,drugs2263,rep3,39.4,4.26478
gyrate_protein,drugs2263,rep3,39.41,4.31409
gyrate_protein,drugs2263,rep3,39.42,4.32188
gyrate_protein,drugs2263,rep3,39.43,4.32168
gyrate_protein,drugs2263,rep3,39.44,4.33986
gyrate_protein,drugs2263,rep3,39.45,4.34164
gyrate_protein,drugs2263,rep3,39.46,4.3405
gyrate_protein,drugs2263,rep3,39.47,4.35209
gyrate_protein,drugs2263,rep3,39.48,4.3262
gyrate_protein,drugs2263,rep3,39.49,4.30148
gyrate_protein,drugs2263,rep3,39.5,4.29716
gyrate_protein,drugs2263,rep3,39.51,4.32974
gyrate_protein,drugs2263,rep3,39.52,4.31643
gyrate_protein,drugs2263,rep3,39.53,4.26834
gyrate_protein,drugs2263,rep3,39.54,4.26997
gyrate_protein,drugs2263,rep3,39.55,4.32511
gyrate_protein,drugs2263,rep3,39.56,4.32956
gyrate_protein,drugs2263,rep3,39.57,4.34702
gyrate_protein,drugs2263,rep3,39.58,4.33591
gyrate_protein,drugs2263,rep3,39.59,4.36993
gyrate_protein,drugs2263,rep3,39.6,4.38935
gyrate_protein,drugs2263,rep3,39.61,4.36114
gyrate_protein,drugs2263,rep3,39.62,4.35064
gyrate_protein,drugs2263,rep3,39.63,4.34601
gyrate_protein,drugs2263,rep3,39.64,4.33123
gyrate_protein,drugs2263,rep3,39.65,4.34358
gyrate_protein,drugs2263,rep3,39.66,4.30235
gyrate_protein,drugs2263,rep3,39.67,4.32942
gyrate_protein,drugs2263,rep3,39.68,4.34444
gyrate_protein,drugs2263,rep3,39.69,4.34583
gyrate_protein,drugs2263,rep3,39.7,4.32316
gyrate_protein,drugs2263,rep3,39.71,4.33872
gyrate_protein,drugs2263,rep3,39.72,4.26762
gyrate_protein,drugs2263,rep3,39.73,4.28664
gyrate_protein,drugs2263,rep3,39.74,4.25853
gyrate_protein,drugs2263,rep3,39.75,4.26904
gyrate_protein,drugs2263,rep3,39.76,4.28305
gyrate_protein,drugs2263,rep3,39.77,4.29716
gyrate_protein,drugs2263,rep3,39.78,4.30066
gyrate_protein,drugs2263,rep3,39.79,4.32171
gyrate_protein,drugs2263,rep3,39.8,4.34167
gyrate_protein,drugs2263,rep3,39.81,4.33526
gyrate_protein,drugs2263,rep3,39.82,4.34397
gyrate_protein,drugs2263,rep3,39.83,4.33374
gyrate_protein,drugs2263,rep3,39.84,4.36646
gyrate_protein,drugs2263,rep3,39.85,4.34102
gyrate_protein,drugs2263,rep3,39.86,4.30639
gyrate_protein,drugs2263,rep3,39.87,4.3527
gyrate_protein,drugs2263,rep3,39.88,4.38159
gyrate_protein,drugs2263,rep3,39.89,4.35401
gyrate_protein,drugs2263,rep3,39.9,4.36633
gyrate_protein,drugs2263,rep3,39.91,4.40289
gyrate_protein,drugs2263,rep3,39.92,4.41773
gyrate_protein,drugs2263,rep3,39.93,4.41528
gyrate_protein,drugs2263,rep3,39.94,4.42116
gyrate_protein,drugs2263,rep3,39.95,4.39794
gyrate_protein,drugs2263,rep3,39.96,4.41006
gyrate_protein,drugs2263,rep3,39.97,4.41021
gyrate_protein,drugs2263,rep3,39.98,4.37441
gyrate_protein,drugs2263,rep3,39.99,4.36727
gyrate_protein,drugs2263,rep3,40.0,4.38835
gyrate_protein,drugs2263,rep3,40.01,4.38717
gyrate_protein,drugs2263,rep3,40.02,4.36562
gyrate_protein,drugs2263,rep3,40.03,4.35941
gyrate_protein,drugs2263,rep3,40.04,4.33639
gyrate_protein,drugs2263,rep3,40.05,4.30987
gyrate_protein,drugs2263,rep3,40.06,4.3427
gyrate_protein,drugs2263,rep3,40.07,4.3431
gyrate_protein,drugs2263,rep3,40.08,4.38313
gyrate_protein,drugs2263,rep3,40.09,4.34437
gyrate_protein,drugs2263,rep3,40.1,4.32897
gyrate_protein,drugs2263,rep3,40.11,4.34481
gyrate_protein,drugs2263,rep3,40.12,4.35313
gyrate_protein,drugs2263,rep3,40.13,4.34381
gyrate_protein,drugs2263,rep3,40.14,4.38688
gyrate_protein,drugs2263,rep3,40.15,4.35925
gyrate_protein,drugs2263,rep3,40.16,4.34572
gyrate_protein,drugs2263,rep3,40.17,4.32528
gyrate_protein,drugs2263,rep3,40.18,4.33377
gyrate_protein,drugs2263,rep3,40.19,4.33347
gyrate_protein,drugs2263,rep3,40.2,4.28206
gyrate_protein,drugs2263,rep3,40.21,4.33036
gyrate_protein,drugs2263,rep3,40.22,4.28976
gyrate_protein,drugs2263,rep3,40.23,4.32664
gyrate_protein,drugs2263,rep3,40.24,4.37028
gyrate_protein,drugs2263,rep3,40.25,4.37594
gyrate_protein,drugs2263,rep3,40.26,4.36543
gyrate_protein,drugs2263,rep3,40.27,4.38596
gyrate_protein,drugs2263,rep3,40.28,4.40186
gyrate_protein,drugs2263,rep3,40.29,4.39564
gyrate_protein,drugs2263,rep3,40.3,4.3996
gyrate_protein,drugs2263,rep3,40.31,4.40725
gyrate_protein,drugs2263,rep3,40.32,4.38574
gyrate_protein,drugs2263,rep3,40.33,4.40292
gyrate_protein,drugs2263,rep3,40.34,4.40873
gyrate_protein,drugs2263,rep3,40.35,4.38582
gyrate_protein,drugs2263,rep3,40.36,4.39404
gyrate_protein,drugs2263,rep3,40.37,4.39763
gyrate_protein,drugs2263,rep3,40.38,4.41055
gyrate_protein,drugs2263,rep3,40.39,4.43487
gyrate_protein,drugs2263,rep3,40.4,4.39558
gyrate_protein,drugs2263,rep3,40.41,4.39346
gyrate_protein,drugs2263,rep3,40.42,4.37605
gyrate_protein,drugs2263,rep3,40.43,4.38432
gyrate_protein,drugs2263,rep3,40.44,4.36689
gyrate_protein,drugs2263,rep3,40.45,4.36215
gyrate_protein,drugs2263,rep3,40.46,4.34119
gyrate_protein,drugs2263,rep3,40.47,4.35486
gyrate_protein,drugs2263,rep3,40.48,4.34536
gyrate_protein,drugs2263,rep3,40.49,4.30334
gyrate_protein,drugs2263,rep3,40.5,4.30278
gyrate_protein,drugs2263,rep3,40.51,4.33695
gyrate_protein,drugs2263,rep3,40.52,4.33082
gyrate_protein,drugs2263,rep3,40.53,4.32332
gyrate_protein,drugs2263,rep3,40.54,4.33364
gyrate_protein,drugs2263,rep3,40.55,4.30345
gyrate_protein,drugs2263,rep3,40.56,4.30083
gyrate_protein,drugs2263,rep3,40.57,4.29948
gyrate_protein,drugs2263,rep3,40.58,4.31293
gyrate_protein,drugs2263,rep3,40.59,4.32223
gyrate_protein,drugs2263,rep3,40.6,4.33065
gyrate_protein,drugs2263,rep3,40.61,4.32443
gyrate_protein,drugs2263,rep3,40.62,4.31067
gyrate_protein,drugs2263,rep3,40.63,4.33096
gyrate_protein,drugs2263,rep3,40.64,4.34464
gyrate_protein,drugs2263,rep3,40.65,4.36214
gyrate_protein,drugs2263,rep3,40.66,4.35861
gyrate_protein,drugs2263,rep3,40.67,4.36297
gyrate_protein,drugs2263,rep3,40.68,4.38354
gyrate_protein,drugs2263,rep3,40.69,4.38536
gyrate_protein,drugs2263,rep3,40.7,4.3766
gyrate_protein,drugs2263,rep3,40.71,4.36007
gyrate_protein,drugs2263,rep3,40.72,4.39878
gyrate_protein,drugs2263,rep3,40.73,4.3788
gyrate_protein,drugs2263,rep3,40.74,4.38924
gyrate_protein,drugs2263,rep3,40.75,4.33738
gyrate_protein,drugs2263,rep3,40.76,4.40191
gyrate_protein,drugs2263,rep3,40.77,4.41711
gyrate_protein,drugs2263,rep3,40.78,4.38626
gyrate_protein,drugs2263,rep3,40.79,4.39211
gyrate_protein,drugs2263,rep3,40.8,4.42339
gyrate_protein,drugs2263,rep3,40.81,4.42532
gyrate_protein,drugs2263,rep3,40.82,4.41704
gyrate_protein,drugs2263,rep3,40.83,4.42407
gyrate_protein,drugs2263,rep3,40.84,4.42074
gyrate_protein,drugs2263,rep3,40.85,4.43021
gyrate_protein,drugs2263,rep3,40.86,4.43032
gyrate_protein,drugs2263,rep3,40.87,4.41487
gyrate_protein,drugs2263,rep3,40.88,4.40208
gyrate_protein,drugs2263,rep3,40.89,4.39938
gyrate_protein,drugs2263,rep3,40.9,4.3684
gyrate_protein,drugs2263,rep3,40.91,4.36509
gyrate_protein,drugs2263,rep3,40.92,4.36525
gyrate_protein,drugs2263,rep3,40.93,4.33017
gyrate_protein,drugs2263,rep3,40.94,4.34644
gyrate_protein,drugs2263,rep3,40.95,4.28268
gyrate_protein,drugs2263,rep3,40.96,4.26162
gyrate_protein,drugs2263,rep3,40.97,4.25042
gyrate_protein,drugs2263,rep3,40.98,4.2602
gyrate_protein,drugs2263,rep3,40.99,4.24864
gyrate_protein,drugs2263,rep3,41.0,4.21554
gyrate_protein,drugs2263,rep3,41.01,4.19385
